date,event_name,winner_side,team1_name,team2_name,team1_score,team2_score,match_url,map1_team1_startside,map1_team2_startside,map1_round1_winner,map1_round2_winner,map1_round3_winner,map1_round4_winner,map1_round5_winner,map1_round6_winner,map1_round7_winner,map1_round8_winner,map1_round9_winner,map1_round10_winner,map1_round11_winner,map1_round12_winner,map1_round13_winner,map1_round14_winner,map1_round15_winner,map1_round16_winner,map1_round17_winner,map1_round18_winner,map1_round19_winner,map1_round20_winner,map1_round21_winner,map1_round22_winner,map1_round23_winner,map1_round24_winner,map2_team1_startside,map2_team2_startside,map2_round1_winner,map2_round2_winner,map2_round3_winner,map2_round4_winner,map2_round5_winner,map2_round6_winner,map2_round7_winner,map2_round8_winner,map2_round9_winner,map2_round10_winner,map2_round11_winner,map2_round12_winner,map2_round13_winner,map2_round14_winner,map2_round15_winner,map2_round16_winner,map2_round17_winner,map2_round18_winner,map2_round19_winner,map2_round20_winner,map2_round21_winner,map2_round22_winner,map2_round23_winner,map2_round24_winner,map3_team1_startside,map3_team2_startside,map3_round1_winner,map3_round2_winner,map3_round3_winner,map3_round4_winner,map3_round5_winner,map3_round6_winner,map3_round7_winner,map3_round8_winner,map3_round9_winner,map3_round10_winner,map3_round11_winner,map3_round12_winner,map3_round13_winner,map3_round14_winner,map3_round15_winner,map3_round16_winner,map3_round17_winner,map3_round18_winner,map3_round19_winner,map3_round20_winner,map3_round21_winner,map3_round22_winner,map3_round23_winner,map3_round24_winner
2025-10-07T07:00:00Z,Exort The Proving Grounds Season 5,team2,TPuDCATb TPu,EYEBALLERS,1.0,2.0,https://www.hltv.org/matches/2386412/-,ct,t,,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team2,team1,team2,team2,t,ct,,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2
2025-10-07T06:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team2,Animus Victoria,FURY,1.0,2.0,https://www.hltv.org/matches/2386503/-,t,ct,team2,team2,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,ct,t,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,ct,t,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2
2025-10-07T07:30:00Z,ESL Pro League Season 22,team1,Natus Vincere,HOTU,2.0,0.0,https://www.hltv.org/matches/2385955/-,ct,t,team1,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team1,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T07:00:00Z,Winline Insight Season 8,team1,Betera,ARCRED,2.0,0.0,https://www.hltv.org/matches/2386222/-,t,ct,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,t,ct,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T07:00:00Z,NODWIN Clutch Series 1,team2,SPARTA,RUBY,0.0,2.0,https://www.hltv.org/matches/2386650/-,ct,t,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T04:30:00Z,Galaxy Battle 2025 Phase 4,team1,Betclic,Alliance,2.0,1.0,https://www.hltv.org/matches/2386201/-,t,ct,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-07T05:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team1,Rooster,Ground Zero,2.0,0.0,https://www.hltv.org/matches/2386504/-,ct,t,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,t,ct,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T04:00:00Z,NODWIN Clutch Series 1,team2,FAVBET,1win,0.0,2.0,https://www.hltv.org/matches/2386649/-,ct,t,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team1,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T04:00:00Z,Exort The Proving Grounds Season 5,team2,Nexus,Betera,0.0,2.0,https://www.hltv.org/matches/2386411/-,ct,t,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T04:55:17Z,NODWIN Clutch Series 1,team2,ARCRED,m1x,0.0,1.0,https://www.hltv.org/matches/2386652/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07T04:23:50Z,Galaxy Battle 2025 Phase 4,team2,OG,GUN5,0.0,1.0,https://www.hltv.org/matches/2386205/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,SkinRave,Take Flyte,2.0,1.0,https://www.hltv.org/matches/2386484/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,t,ct,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2
2025-10-06T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,ex-Chicken Coop,Shimmer,2.0,0.0,https://www.hltv.org/matches/2386490/-,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,t,ct,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,Getting Info,Zomblers,2.0,1.0,https://www.hltv.org/matches/2386487/-,ct,t,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2
2025-10-06T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,regain,InControl,2.0,0.0,https://www.hltv.org/matches/2386485/-,t,ct,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,Wildcard,Mythic,2.0,0.0,https://www.hltv.org/matches/2386491/-,ct,t,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T19:10:00Z,CCT Season 3 North America Series 2,team1,ex-Chicken Coop,InControl,2.0,0.0,https://www.hltv.org/matches/2386311/-,t,ct,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,ct,t,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T20:52:20Z,ESL Challenger League Season 50 North America Cup 3,team2,BOSS,FULL SEND,0.0,1.0,https://www.hltv.org/matches/2386486/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T18:20:00Z,CCT Season 3 South America Series 5,team1,KRÜ,JERSA,2.0,0.0,https://www.hltv.org/matches/2386640/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,Sharks,Crashers,2.0,0.0,https://www.hltv.org/matches/2386478/-,ct,t,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,t,ct,team1,team1,team1,team2,team1,team2,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,RED Canids,Yawara,2.0,0.0,https://www.hltv.org/matches/2386474/-,ct,t,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,t,ct,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:20:00Z,ESL Challenger League Season 50 South America Cup 3,team1,Keyd Stars,LP,2.0,0.0,https://www.hltv.org/matches/2386475/-,ct,t,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,ODDIK,UnderDogs,2.0,0.0,https://www.hltv.org/matches/2386471/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,ShindeN,Vasco,2.0,0.0,https://www.hltv.org/matches/2386476/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,t,ct,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,Dusty Roots,GameHunters,2.0,0.0,https://www.hltv.org/matches/2386477/-,ct,t,team1,team1,team1,team1,team2,team2,team1,team1,team2,team1,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T15:30:00Z,CCT Season 3 South America Series 5,team1,Players,R2,2.0,1.0,https://www.hltv.org/matches/2386639/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team2,team1,team2,team1,team2,team2,team1,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-06T16:39:22Z,ESL Challenger League Season 50 South America Cup 3,team1,2GAME,KRÜ,1.0,0.0,https://www.hltv.org/matches/2386473/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Betera,SPARTA,1.0,2.0,https://www.hltv.org/matches/2386457/-,ct,t,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,ct,t,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,team1,team2
2025-10-06T13:35:00Z,ESL Pro League Season 22,team2,MOUZ,Falcons,1.0,2.0,https://www.hltv.org/matches/2385952/-,ct,t,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2
2025-10-06T16:03:49Z,ESL Challenger League Season 50 South America Cup 3,team2,Galorys,Gaimin Gladiators,0.0,1.0,https://www.hltv.org/matches/2386472/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,ARCRED,Johnny Speeds,1.0,2.0,https://www.hltv.org/matches/2386456/-,t,ct,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team2,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2
2025-10-06T14:30:00Z,T-Esports Championship Season 4,team1,WildLotus,Oramond,2.0,0.0,https://www.hltv.org/matches/2386498/-,ct,t,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,NODWIN Clutch Series 1,team2,Tricked,Leo,1.0,2.0,https://www.hltv.org/matches/2386648/-,ct,t,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2
2025-10-06T12:25:00Z,CCT Season 3 South America Series 5,team1,Yawara,Procyon,2.0,1.0,https://www.hltv.org/matches/2386638/-,t,ct,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,ct,t,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2
2025-10-06T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,Partizan,HubaBuba,2.0,0.0,https://www.hltv.org/matches/2386455/-,ct,t,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:20:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,EYEBALLERS,GUN5,2.0,0.0,https://www.hltv.org/matches/2386459/-,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,t,ct,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,Exort The Proving Grounds Season 5,team1,SINNERS,JiJieHao,2.0,0.0,https://www.hltv.org/matches/2386410/-,t,ct,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,500,VP.Prodigy,2.0,0.0,https://www.hltv.org/matches/2386460/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T12:00:00Z,ESL Pro League Season 22,team1,Spirit,G2,2.0,0.0,https://www.hltv.org/matches/2385953/-,ct,t,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team2,t,ct,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,HOTU,Sangal,0.0,2.0,https://www.hltv.org/matches/2386461/-,ct,t,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T12:00:00Z,T-Esports Championship Season 4,team1,Phantom,Sangrija,2.0,0.0,https://www.hltv.org/matches/2386496/-,ct,t,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,t,ct,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T10:00:00Z,Winline Insight Season 8,team2,Sashi,ECLOT,1.0,2.0,https://www.hltv.org/matches/2386223/-,ct,t,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team1,team2,team2,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-06T10:20:00Z,ESL Pro League Season 22,team1,The MongolZ,GamerLegion,2.0,1.0,https://www.hltv.org/matches/2385950/-,ct,t,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,ct,t,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2
2025-10-06T10:00:00Z,CCT Season 3 Europe Series 8,team2,FAVBET,EYEBALLERS,1.0,2.0,https://www.hltv.org/matches/2386324/-,t,ct,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2
2025-10-06T12:52:24Z,ESL Challenger League Season 50 Europe Cup 3,team2,The Glecs,Monte,0.0,1.0,https://www.hltv.org/matches/2386462/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:20:00Z,CCT Season 3 South America Series 5,team2,LP,Vasco,1.0,2.0,https://www.hltv.org/matches/2386637/-,ct,t,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-06T10:00:00Z,NODWIN Clutch Series 1,team1,500,kONO,2.0,0.0,https://www.hltv.org/matches/2386647/-,ct,t,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,t,ct,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:30:00Z,ESL Pro League Season 22,team2,Astralis,FaZe,0.0,2.0,https://www.hltv.org/matches/2385951/-,t,ct,team2,team2,team2,team2,team1,team2,team2,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,ScarX,Legion,0.0,2.0,https://www.hltv.org/matches/2386514/-,ct,t,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,Just Swing,The Huns,0.0,2.0,https://www.hltv.org/matches/2386511/-,t,ct,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,NomadS,Kaleido,0.0,2.0,https://www.hltv.org/matches/2386510/-,t,ct,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
