match_id,hltv_match_id,match_number,season,date,event_name,event_type,winner,winner_side,team1_name,team2_name,team1_score,team2_score,hltv_url,detailed_stats_url,scraped_date,team1_opening_kills,team1_opening_deaths,team1_multi_kill_rounds,team1_kast_pct,team1_clutches_won,team1_kills,team1_assists,team1_deaths,team1_adr,team1_swing_pct,team1_rating_3,team2_opening_kills,team2_opening_deaths,team2_multi_kill_rounds,team2_kast_pct,team2_clutches_won,team2_kills,team2_assists,team2_deaths,team2_adr,team2_swing_pct,team2_rating_3
hltv_match_2378228,2378228,11,5,2025-01-19T12:30:00Z,BLAST Bounty 2025 Season 1,LAN,Vitality,team2,Virtus.pro,Vitality,0,2,https://www.hltv.org/matches/2378228/virtuspro-vs-vitality-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111097/virtuspro-vs-vitality,2025-11-15T15:50:55.022876Z,21,22,34,72.08,5,136,46,154,67.5,-1.32,0.95,22,21,39,72.54,3,154,53,136,76.68,1.33,1.14
hltv_match_2378429,2378429,12,5,2025-01-19T09:00:00Z,Tradeit League FE Masters Season 6,Online,Imperial Valkyries,team1,Imperial Valkyries,Eco Warriors,3,2,https://www.hltv.org/matches/2378429/imperial-valkyries-vs-eco-warriors-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111096/imperial-valkyries-vs-eco-warriors,2025-11-15T15:50:56.191841Z,53,61,101,70.18,7,402,134,389,76.46,0.6,1.08,60,53,91,67.9,5,387,131,411,74.68,-0.65,1.01
hltv_match_2378433,2378433,13,5,2025-01-19T10:30:00Z,CCT Season 2 South America Series 6,Online,Bounty Hunters,team2,MIBR fe,Bounty Hunters,0,2,https://www.hltv.org/matches/2378433/mibr-fe-vs-bounty-hunters-cct-season-2-south-america-series-6,https://www.hltv.org/stats/matches/111095/mibr-fe-vs-bounty-hunters,2025-11-15T15:50:57.591702Z,27,20,31,68.54,4,144,43,167,70.2,-0.77,0.97,20,27,39,74.9,3,165,57,149,76.94,0.77,1.11
hltv_match_2378412,2378412,14,5,2025-01-19T10:10:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,Fire Flux,team1,Fire Flux,CPH Wolves,2,0,https://www.hltv.org/matches/2378412/fire-flux-vs-cph-wolves-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111094/fire-flux-vs-cph-wolves,2025-11-15T15:50:58.813430Z,24,24,45,76.26,4,182,64,161,80.58,2.24,1.22,24,24,41,70.82,2,161,57,182,73.9,-2.24,0.92
hltv_match_2378223,2378223,15,5,2025-01-19T08:40:00Z,BLAST Bounty 2025 Season 1,LAN,BetBoom,team2,FURIA,BetBoom,1,2,https://www.hltv.org/matches/2378223/furia-vs-betboom-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111093/furia-vs-betboom,2025-11-15T15:50:59.902137Z,27,41,55,74.42,5,226,90,231,73.36,-0.87,1.01,41,27,50,75.58,6,230,82,227,74.7,0.86,1.1
hltv_match_2378481,2378481,16,5,2025-01-19T10:00:00Z,Subway Suberior League Winter 2025,Online,Johnny Speeds,team2,EYEBALLERS,Johnny Speeds,0,2,https://www.hltv.org/matches/2378481/eyeballers-vs-johnny-speeds-subway-suberior-league-winter-2025,https://www.hltv.org/stats/matches/111092/eyeballers-vs-johnny-speeds,2025-11-15T15:51:00.803657Z,20,21,27,65.24,0,117,45,146,61.92,-1.58,0.87,21,20,36,74.76,3,143,58,118,75.02,1.58,1.15
hltv_match_2378344,2378344,17,5,2025-01-19T09:15:00Z,European Pro League 2nd Division Season 19,Online,BC.Game,team2,GenOne,BC.Game,0,2,https://www.hltv.org/matches/2378344/genone-vs-bcgame-european-pro-league-2nd-division-season-19,https://www.hltv.org/stats/matches/111091/genone-vs-bcgame,2025-11-15T15:51:01.876974Z,19,19,26,70.0,1,119,39,140,72.9,-2.89,0.92,19,19,33,74.72,8,140,46,122,78.96,2.82,1.21
hltv_match_2378411,2378411,18,5,2025-01-19T07:00:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,AMKAL,team2,EYEBALLERS,AMKAL,1,2,https://www.hltv.org/matches/2378411/eyeballers-vs-amkal-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111090/eyeballers-vs-amkal,2025-11-15T15:51:02.928174Z,31,38,54,66.1,3,205,76,244,68.06,0.05,0.97,38,31,50,72.76,6,243,55,205,76.28,-0.05,1.06
hltv_match_2378345,2378345,19,5,2025-01-19T06:30:00Z,European Pro League 2nd Division Season 19,Online,Chimera,team2,WOPA,Chimera,1,2,https://www.hltv.org/matches/2378345/wopa-vs-chimera-european-pro-league-2nd-division-season-19,https://www.hltv.org/stats/matches/111089/wopa-vs-chimera,2025-11-15T15:51:04.159821Z,23,33,46,65.36,6,180,57,219,71.2,-1.16,0.95,33,23,62,80.34,5,218,83,181,82.72,1.16,1.19
hltv_match_2378480,2378480,20,5,2025-01-19T06:00:00Z,Subway Suberior League Winter 2025,Online,Alliance,team1,Alliance,Lilmix,2,1,https://www.hltv.org/matches/2378480/alliance-vs-lilmix-subway-suberior-league-winter-2025,https://www.hltv.org/stats/matches/111088/alliance-vs-lilmix,2025-11-15T15:51:05.307900Z,31,30,61,78.66,7,228,98,197,79.82,0.45,1.15,30,31,51,67.52,5,197,76,231,71.64,-0.45,0.98
hltv_match_2378224,2378224,21,5,2025-01-19T06:00:00Z,BLAST Bounty 2025 Season 1,LAN,Eternal Fire,team1,Eternal Fire,Falcons,2,0,https://www.hltv.org/matches/2378224/eternal-fire-vs-falcons-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111087/eternal-fire-vs-falcons,2025-11-15T15:51:06.357125Z,32,23,40,76.36,3,183,54,163,70.64,1.21,1.15,23,32,34,66.56,2,158,43,188,66.68,-1.26,0.93
hltv_match_2378356,2378356,22,5,2025-01-19T04:00:00Z,United21 League Season 25,Online,ENCE Academy,team1,ENCE Academy,TNL,2,1,https://www.hltv.org/matches/2378356/ence-academy-vs-tnl-united21-league-season-25,https://www.hltv.org/stats/matches/111086/ence-academy-vs-tnl,2025-11-15T15:51:07.440145Z,41,31,67,70.68,6,253,87,254,74.82,0.72,1.1,31,42,60,68.5,5,250,62,255,76.16,-0.73,1.04
hltv_match_2378410,2378410,23,5,2025-01-19T04:00:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,CYBERSHOKE,team2,Ninjas in Pyjamas,CYBERSHOKE,1,2,https://www.hltv.org/matches/2378410/ninjas-in-pyjamas-vs-cybershoke-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111085/ninjas-in-pyjamas-vs-cybershoke,2025-11-15T15:51:08.662038Z,34,26,41,78.0,2,205,76,200,75.08,0.0,1.09,26,34,46,73.0,3,197,71,208,74.34,-0.07,1.05
hltv_match_2378463,2378463,24,5,2025-01-19T04:15:00Z,Dust2 India 1xBet Masters 18,Online,OL5,team1,OL5,Big W,2,0,https://www.hltv.org/matches/2378463/ol5-vs-big-w-dust2-india-1xbet-masters-18,https://www.hltv.org/stats/matches/111084/ol5-vs-big-w,2025-11-15T15:51:09.803655Z,24,14,38,78.96,5,150,48,114,84.36,2.86,1.29,14,24,27,65.26,0,114,36,150,68.32,-2.86,0.86
hltv_match_2378313,2378313,25,5,2025-01-19T03:25:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,XO,team1,XO,ATOX,2,0,https://www.hltv.org/matches/2378313/xo-vs-atox-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111083/xo-vs-atox,2025-11-15T15:51:10.934502Z,25,20,40,80.88,1,168,45,125,80.42,0.9,1.21,20,25,32,62.66,6,122,47,168,68.5,-0.96,0.88
hltv_match_2378462,2378462,26,5,2025-01-19T00:40:00Z,Dust2 India 1xBet Masters 18,Online,Big W,team1,Big W,Victores Sumus,2,1,https://www.hltv.org/matches/2378462/big-w-vs-victores-sumus-dust2-india-1xbet-masters-18,https://www.hltv.org/stats/matches/111082/big-w-vs-victores-sumus,2025-11-15T15:51:12.120831Z,37,48,74,75.58,11,311,97,300,79.06,0.48,1.09,48,38,75,70.68,6,293,106,318,74.82,-0.55,1.04
hltv_match_2378312,2378312,27,5,2025-01-19T00:55:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,ATOX,team1,ATOX,JiJieHao,2,0,https://www.hltv.org/matches/2378312/atox-vs-jijiehao-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111081/atox-vs-jijiehao,2025-11-15T15:51:12.984589Z,17,26,40,72.54,6,155,54,137,77.5,1.36,1.12,26,17,31,65.6,4,137,47,156,72.14,-1.36,0.99
hltv_match_2378311,2378311,28,5,2025-01-18T22:20:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,XO,team2,Rare Atom,XO,0,2,https://www.hltv.org/matches/2378311/rare-atom-vs-xo-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111079/rare-atom-vs-xo,2025-11-15T15:51:14.973871Z,12,23,24,61.7,2,94,42,144,65.78,-3.6,0.78,23,12,36,81.72,5,143,48,95,86.64,3.48,1.38
hltv_match_2378391,2378391,29,5,2025-01-18T21:00:00Z,CCT Season 2 North America Series 4,Online,Aether,team1,Aether,Lotus fe,2,0,https://www.hltv.org/matches/2378391/aether-vs-lotus-fe-cct-season-2-north-america-series-4,https://www.hltv.org/stats/matches/111078/aether-vs-lotus-fe,2025-11-15T15:51:15.871367Z,15,22,42,81.64,2,150,61,108,84.96,2.53,1.27,22,15,24,62.74,1,108,38,153,66.3,-2.6,0.83
hltv_match_2378432,2378432,30,5,2025-01-18T19:30:00Z,CCT Season 2 South America Series 6,Online,adalYamigos,team1,adalYamigos,ShindeN,2,0,https://www.hltv.org/matches/2378432/adalyamigos-vs-shinden-cct-season-2-south-america-series-6,https://www.hltv.org/stats/matches/111077/adalyamigos-vs-shinden,2025-11-15T15:51:17.200475Z,21,14,36,80.0,2,146,44,87,85.22,3.7,1.37,14,21,15,53.16,2,87,20,146,53.96,-3.7,0.73
hltv_match_2378390,2378390,31,5,2025-01-18T18:00:00Z,CCT Season 2 North America Series 4,Online,Tsunami,team1,Tsunami,Kraken,2,1,https://www.hltv.org/matches/2378390/tsunami-vs-kraken-cct-season-2-north-america-series-4,https://www.hltv.org/stats/matches/111076/tsunami-vs-kraken,2025-11-15T15:51:18.272640Z,35,33,59,75.68,5,240,99,223,77.3,1.21,1.12,33,36,49,70.44,3,221,79,243,71.78,-1.27,0.97
hltv_match_2378431,2378431,32,5,2025-01-18T16:30:00Z,CCT Season 2 South America Series 6,Online,Solid,team1,Solid,Patins da Ferrari,2,0,https://www.hltv.org/matches/2378431/solid-vs-patins-da-ferrari-cct-season-2-south-america-series-6,https://www.hltv.org/stats/matches/111075/solid-vs-patins-da-ferrari,2025-11-15T15:51:19.518909Z,23,13,37,81.1,0,133,60,83,76.54,3.13,1.33,13,23,17,59.44,2,82,31,134,56.78,-3.21,0.74
hltv_match_2378229,2378229,33,5,2025-01-18T14:10:00Z,BLAST Bounty 2025 Season 1,LAN,Natus Vincere,team2,Astralis,Natus Vincere,0,2,https://www.hltv.org/matches/2378229/astralis-vs-natus-vincere-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111074/astralis-vs-natus-vincere,2025-11-15T15:51:20.753034Z,14,29,35,70.72,3,136,60,155,71.32,-1.93,0.91,29,14,34,73.94,4,151,71,137,76.06,1.75,1.15
hltv_match_2378409,2378409,34,5,2025-01-18T13:50:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,CPH Wolves,team2,WOPA,CPH Wolves,0,2,https://www.hltv.org/matches/2378409/wopa-vs-cph-wolves-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111073/wopa-vs-cph-wolves,2025-11-15T15:51:21.830626Z,19,24,28,64.2,3,128,41,156,68.34,-1.7,0.88,24,19,44,72.54,5,156,43,128,78.08,1.7,1.19
hltv_match_2378414,2378414,35,5,2025-01-18T11:00:00Z,YaLLa Compass Winter 2025 Contenders,Online,GTZ,team1,GTZ,FAVBET,2,1,https://www.hltv.org/matches/2378414/gtz-vs-favbet-yalla-compass-winter-2025-contenders,https://www.hltv.org/stats/matches/111072/gtz-vs-favbet,2025-11-15T15:51:22.934478Z,31,38,58,75.4,6,238,81,235,75.66,0.54,1.1,38,31,52,72.18,5,232,91,240,74.92,-0.59,1.01
hltv_match_2378230,2378230,36,5,2025-01-18T12:20:00Z,BLAST Bounty 2025 Season 1,LAN,Spirit,team2,FlyQuest,Spirit,0,2,https://www.hltv.org/matches/2378230/flyquest-vs-spirit-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111071/flyquest-vs-spirit,2025-11-15T15:51:24.181308Z,10,20,10,59.32,2,70,34,134,57.86,-5.32,0.65,20,10,34,88.0,2,134,38,70,91.66,5.32,1.55
hltv_match_2378407,2378407,37,5,2025-01-18T10:00:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,CYBERSHOKE,team1,CYBERSHOKE,BC.Game,2,1,https://www.hltv.org/matches/2378407/cybershoke-vs-bcgame-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111070/cybershoke-vs-bcgame,2025-11-15T15:51:25.274873Z,44,40,84,77.38,8,317,111,278,81.56,0.29,1.12,40,44,64,70.7,10,277,101,318,74.74,-0.33,1.02
hltv_match_2378428,2378428,38,5,2025-01-18T11:05:00Z,Tradeit League FE Masters Season 6,Online,Eco Warriors,team2,Permitta W,Eco Warriors,0,2,https://www.hltv.org/matches/2378428/permitta-w-vs-eco-warriors-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111069/permitta-w-vs-eco-warriors,2025-11-15T15:51:26.303727Z,21,22,30,67.92,2,136,58,155,73.08,-2.0,0.91,22,21,39,73.96,0,155,55,137,78.04,2.0,1.21
hltv_match_2378430,2378430,39,5,2025-01-18T10:30:00Z,CCT Season 2 South America Series 6,Online,NITRO,team2,Atrix,NITRO,0,2,https://www.hltv.org/matches/2378430/atrix-vs-nitro-cct-season-2-south-america-series-6,https://www.hltv.org/stats/matches/111068/atrix-vs-nitro,2025-11-15T15:51:28.762804Z,16,21,22,50.8,1,87,35,153,58.2,-2.27,0.76,21,16,43,77.86,0,153,50,87,86.42,2.27,1.34
hltv_match_2378227,2378227,40,5,2025-01-18T09:25:00Z,BLAST Bounty 2025 Season 1,LAN,paiN,team1,paiN,FaZe,2,0,https://www.hltv.org/matches/2378227/pain-vs-faze-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111067/pain-vs-faze,2025-11-15T15:51:29.999143Z,26,21,35,75.74,4,147,51,139,70.2,1.15,1.09,21,26,35,68.08,3,138,50,149,67.32,-1.16,0.93
hltv_match_2378427,2378427,41,5,2025-01-18T10:15:00Z,Tradeit League FE Masters Season 6,Online,Imperial Valkyries,team1,Imperial Valkyries,OneDay fe,2,0,https://www.hltv.org/matches/2378427/imperial-valkyries-vs-oneday-fe-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111066/imperial-valkyries-vs-oneday-fe,2025-11-15T15:51:30.773469Z,22,8,36,84.68,3,132,44,79,90.92,5.98,1.5,8,22,15,60.66,1,78,19,132,62.52,-5.98,0.72
hltv_match_2378343,2378343,42,5,2025-01-18T08:00:00Z,European Pro League 2nd Division Season 19,Online,BC.Game,team1,BC.Game,Heimo,2,0,https://www.hltv.org/matches/2378343/bcgame-vs-heimo-european-pro-league-2nd-division-season-19,https://www.hltv.org/stats/matches/111065/bcgame-vs-heimo,2025-11-15T15:51:31.836749Z,26,23,43,79.18,1,183,61,134,79.76,0.71,1.14,23,26,32,60.4,4,133,59,185,65.58,-0.81,0.9
hltv_match_2378354,2378354,43,5,2025-01-18T08:00:00Z,United21 League Season 25,Online,TNL,team2,GenOne,TNL,0,2,https://www.hltv.org/matches/2378354/genone-vs-tnl-united21-league-season-25,https://www.hltv.org/stats/matches/111064/genone-vs-tnl,2025-11-15T15:51:32.839849Z,15,23,16,64.6,3,105,27,146,64.88,-2.98,0.78,23,16,36,80.65,1,145,56,107,81.0,3.51,1.38
hltv_match_2378425,2378425,44,5,2025-01-18T07:15:00Z,Tradeit League FE Masters Season 6,Online,Eco Warriors,team1,Eco Warriors,nomercy fe,2,1,https://www.hltv.org/matches/2378425/eco-warriors-vs-nomercy-fe-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111063/eco-warriors-vs-nomercy-fe,2025-11-15T15:51:33.648005Z,30,23,50,76.96,4,200,68,175,80.08,0.64,1.1,22,30,45,67.16,5,171,63,201,74.24,-0.69,0.99
hltv_match_2378226,2378226,45,5,2025-01-18T06:00:00Z,BLAST Bounty 2025 Season 1,LAN,HEROIC,team1,HEROIC,Liquid,2,1,https://www.hltv.org/matches/2378226/heroic-vs-liquid-blast-bounty-2025-season-1,https://www.hltv.org/stats/matches/111062/heroic-vs-liquid,2025-11-15T15:51:34.664623Z,38,30,51,74.7,3,220,82,221,71.3,1.19,1.1,30,38,53,74.4,4,221,68,222,70.64,-1.2,0.97
hltv_match_2378408,2378408,46,5,2025-01-18T07:00:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,AMKAL,team1,AMKAL,Endpoint,2,0,https://www.hltv.org/matches/2378408/amkal-vs-endpoint-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111061/amkal-vs-endpoint,2025-11-15T15:51:35.570242Z,31,19,45,72.8,5,181,60,152,77.54,2.28,1.21,19,31,35,67.6,2,152,47,181,67.36,-2.27,0.91
hltv_match_2378426,2378426,47,5,2025-01-18T07:15:00Z,Tradeit League FE Masters Season 6,Online,Permitta W,team2,NIP Impact,Permitta W,0,2,https://www.hltv.org/matches/2378426/nip-impact-vs-permitta-w-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111060/nip-impact-vs-permitta-w,2025-11-15T15:51:36.829914Z,13,23,20,63.9,2,101,37,151,65.76,-3.49,0.81,23,13,42,84.46,1,149,54,101,84.78,3.35,1.36
hltv_match_2378424,2378424,48,5,2025-01-18T07:15:00Z,Tradeit League FE Masters Season 6,Online,OneDay fe,team1,OneDay fe,Vamos fe,2,0,https://www.hltv.org/matches/2378424/oneday-fe-vs-vamos-fe-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111059/oneday-fe-vs-vamos-fe,2025-11-15T15:51:37.877882Z,25,16,43,82.44,2,163,67,132,84.04,1.89,1.24,16,25,29,67.3,5,130,43,165,71.28,-1.91,0.9
hltv_match_2378423,2378423,49,5,2025-01-18T07:15:00Z,Tradeit League FE Masters Season 6,Online,Imperial Valkyries,team1,Imperial Valkyries,IDKName,2,0,https://www.hltv.org/matches/2378423/imperial-valkyries-vs-idkname-tradeit-league-fe-masters-season-6,https://www.hltv.org/stats/matches/111058/imperial-valkyries-vs-idkname,2025-11-15T15:51:38.691379Z,25,11,33,76.66,1,141,47,100,84.34,3.16,1.31,11,25,17,65.58,2,98,33,142,63.1,-3.15,0.81
hltv_match_2378310,2378310,50,5,2025-01-18T07:00:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,JiJieHao,team1,JiJieHao,SemperFi,2,0,https://www.hltv.org/matches/2378310/jijiehao-vs-semperfi-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111057/jijiehao-vs-semperfi,2025-11-15T15:51:39.800546Z,31,11,33,81.92,1,152,48,110,75.62,1.93,1.22,11,31,29,63.8,2,110,46,152,63.16,-1.93,0.84
hltv_match_2378342,2378342,51,5,2025-01-18T04:00:00Z,European Pro League 2nd Division Season 19,Online,GenOne,team1,GenOne,Astralis Talent,2,1,https://www.hltv.org/matches/2378342/genone-vs-astralis-talent-european-pro-league-2nd-division-season-19,https://www.hltv.org/stats/matches/111056/genone-vs-astralis-talent,2025-11-15T15:51:42.164365Z,41,40,61,73.82,5,276,109,263,74.54,-0.11,1.07,39,41,64,70.12,3,261,79,280,71.88,0.02,1.04
hltv_match_2378406,2378406,52,5,2025-01-18T04:00:00Z,CCT Season 2 Europe Series 16 Closed Qualifier,Online,JANO,team1,JANO,ALASKA,2,1,https://www.hltv.org/matches/2378406/jano-vs-alaska-cct-season-2-europe-series-16-closed-qualifier,https://www.hltv.org/stats/matches/111055/jano-vs-alaska,2025-11-15T15:51:43.428263Z,28,44,68,70.82,5,255,98,252,77.5,0.08,1.04,44,28,65,70.26,7,251,99,255,75.22,-0.08,1.04
hltv_match_2378309,2378309,53,5,2025-01-18T04:00:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,ATOX,team2,TYLOO,ATOX,0,2,https://www.hltv.org/matches/2378309/tyloo-vs-atox-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111054/tyloo-vs-atox,2025-11-15T15:51:44.655001Z,19,21,31,70.5,1,128,52,142,71.2,-2.27,0.95,21,19,31,73.0,7,140,48,129,77.74,2.17,1.14
hltv_match_2378308,2378308,54,5,2025-01-18T00:40:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,XO,team1,XO,Chinggis Warriors,2,1,https://www.hltv.org/matches/2378308/xo-vs-chinggis-warriors-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111053/xo-vs-chinggis-warriors,2025-11-15T15:51:45.725218Z,24,37,58,72.9,3,216,67,196,76.76,0.81,1.09,37,25,45,68.4,4,196,84,217,72.7,-0.9,0.98
hltv_match_2378307,2378307,55,5,2025-01-17T22:10:00Z,ZOWIE eXTREMESLAND Asia Open 2024,LAN,Rare Atom,team1,Rare Atom,Real Original,2,0,https://www.hltv.org/matches/2378307/rare-atom-vs-real-original-zowie-extremesland-asia-open-2024,https://www.hltv.org/stats/matches/111052/rare-atom-vs-real-original,2025-11-15T15:51:46.893381Z,24,24,42,72.9,2,172,73,156,78.42,1.68,1.15,24,24,38,69.16,1,155,53,176,71.7,-1.81,0.97
hltv_match_2378389,2378389,56,5,2025-01-17T21:00:00Z,CCT Season 2 North America Series 4,Online,MCS,team2,Lotus fe,MCS,0,2,https://www.hltv.org/matches/2378389/lotus-fe-vs-mcs-cct-season-2-north-america-series-4,https://www.hltv.org/stats/matches/111051/lotus-fe-vs-mcs,2025-11-15T15:51:48.096995Z,16,25,25,61.46,3,121,39,161,67.06,-2.0,0.84,25,16,42,78.04,3,160,41,121,84.42,2.0,1.27
